hashed_id,video_timestamp,xmin,ymin,xmax,ymax,confidence,class_name,masked_pixel_count,frame_number,full_video_id,original_frame_path,saved_frame_path
f1aa91d014,T00:01:47,441.6307067871094,438.41864013671875,493.4411315917969,467.4561462402344,0.70089984,car,1192,00107,00420001_2024-06-21_2_f1aa91d014_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/00420001_2024-06-21_2_f1aa91d014_processed/00107.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/00420001_2024-06-21_2_f1aa91d014_processed_00107_annotated.jpg
f1aa91d014,T00:01:47,256.6695251464844,444.9902038574219,349.54425048828125,504.0343017578125,0.35592288,car,2923,00107,00420001_2024-06-21_2_f1aa91d014_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/00420001_2024-06-21_2_f1aa91d014_processed/00107.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/00420001_2024-06-21_2_f1aa91d014_processed_00107_annotated.jpg
f1aa91d014,T00:01:47,219.30165100097656,472.213623046875,391.23797607421875,654.3253173828125,0.27362183,person,22132,00107,00420001_2024-06-21_2_f1aa91d014_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/00420001_2024-06-21_2_f1aa91d014_processed/00107.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/00420001_2024-06-21_2_f1aa91d014_processed_00107_annotated.jpg
f1aa91d014,T00:01:47,0.9203698635101318,0.56097412109375,510.9376525878906,754.0568237304688,0.2677434,window,384854,00107,00420001_2024-06-21_2_f1aa91d014_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/00420001_2024-06-21_2_f1aa91d014_processed/00107.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/00420001_2024-06-21_2_f1aa91d014_processed_00107_annotated.jpg
75f38ed650,T00:10:34,1.2620832920074463,281.330078125,510.44384765625,908.5665893554688,0.80252767,bench,198316,00634,01740001_2024-06-05_1_75f38ed650_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/01740001_2024-06-05_1_75f38ed650_processed/00634.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/01740001_2024-06-05_1_75f38ed650_processed_00634_annotated.jpg
75f38ed650,T00:10:34,173.7805633544922,244.71697998046875,197.32638549804688,317.4186706542969,0.6117776,person,1382,00634,01740001_2024-06-05_1_75f38ed650_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/01740001_2024-06-05_1_75f38ed650_processed/00634.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/01740001_2024-06-05_1_75f38ed650_processed_00634_annotated.jpg
75f38ed650,T00:10:34,374.0171813964844,131.29161071777344,415.77703857421875,198.55201721191406,0.35034865,balloon,2772,00634,01740001_2024-06-05_1_75f38ed650_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/01740001_2024-06-05_1_75f38ed650_processed/00634.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/01740001_2024-06-05_1_75f38ed650_processed_00634_annotated.jpg
75f38ed650,T00:10:34,173.52603149414062,245.73580932617188,198.63543701171875,295.1387939453125,0.34851164,person,1064,00634,01740001_2024-06-05_1_75f38ed650_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/01740001_2024-06-05_1_75f38ed650_processed/00634.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/01740001_2024-06-05_1_75f38ed650_processed_00634_annotated.jpg
75f38ed650,T00:10:34,69.07811737060547,293.9664001464844,87.32014465332031,332.7353820800781,0.31265193,person,743,00634,01740001_2024-06-05_1_75f38ed650_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/01740001_2024-06-05_1_75f38ed650_processed/00634.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/01740001_2024-06-05_1_75f38ed650_processed_00634_annotated.jpg
75f38ed650,T00:10:34,82.53240966796875,292.11834716796875,94.35938262939453,327.92938232421875,0.25430003,person,670,00634,01740001_2024-06-05_1_75f38ed650_processed,/ccn2/dataset/babyview/outputs_20250312/sampled_frames/01740001_2024-06-05_1_75f38ed650_processed/00634.jpg,/ccn2/dataset/babyview/outputs_20250312/yoloe/cdi_1k/01740001_2024-06-05_1_75f38ed650_processed_00634_annotated.jpg
